Food_Name,Ingredients,diet,prep_time,cook_time,flavor_profile,course,state,region
Paneer 65,"paneer, yogurt, curry leaves, spices",vegetarian,20,20,spicy,starter,Tamil Nadu,South
Paneer Angara,"paneer, tomato, cream, spices",vegetarian,20,30,spicy,main course,Punjab,North
Paneer Bharta,"paneer, tomato, onion, spices",vegetarian,20,25,spicy,main course,Punjab,North
Paneer Bhurji,"paneer, onion, tomato, milk",vegetarian,15,20,spicy,main course,Punjab,North
Paneer Bhurji,"paneer, onion, tomato, green chili",vegetarian,15,20,spicy,main course,Punjab,North
Paneer Biryani,"paneer, rice, spices, vegetables",vegetarian,25,35,spicy,main course,Hyderabad,South
Paneer Bread Roll,"paneer, bread, potato, spices",vegetarian,20,15,savory,snack,Uttar Pradesh,North
Paneer Butter Masala,"paneer, butter, cream, milk",vegetarian,20,30,spicy,main course,Punjab,North
Paneer Butter Masala,"paneer, butter, cream, tomato",vegetarian,20,30,spicy,main course,Punjab,North
Paneer Chaat,"paneer, onion, tomato, lemon",vegetarian,10,0,tangy,snack,Delhi,North
Paneer Chilli,"paneer, capsicum, onion, sauces",vegetarian,20,20,spicy,starter,Delhi,North
Paneer Chilli Dry,"paneer, capsicum, onion, sauces",vegetarian,20,20,spicy,starter,Delhi,North
Paneer Corn Curry,"paneer, corn, cream, spices",vegetarian,20,25,spicy,main course,Punjab,North
Paneer Corn Roll,"capsicum, paneer, corn, wrap",vegetarian,15,15,savory,snack,Punjab,North
Paneer Croquette,"paneer, potato, breadcrumbs",vegetarian,20,15,savory,starter,Goa,West
Paneer Cutlet,"paneer, potato, breadcrumbs, spices",vegetarian,20,15,savory,snack,Delhi,North
Paneer Dhokla,"paneer, gram flour, yogurt",vegetarian,20,20,savory,snack,Gujarat,West
Paneer Do Pyaza,"paneer, onion, tomato, spices",vegetarian,20,25,spicy,main course,Punjab,North
Paneer Dosa,"paneer, rice batter, spices",vegetarian,20,15,savory,breakfast,Karnataka,South
Paneer Frankie,"paneer, roti, vegetables, sauce",vegetarian,20,15,savory,snack,Maharashtra,West
Paneer Fried Rice,"paneer, rice, vegetables, sauces",vegetarian,15,20,savory,main course,Delhi,North
Paneer Handvo,"paneer, rice, lentils, yogurt",vegetarian,25,40,savory,snack,Gujarat,West
Paneer Jalfrezi,"paneer, capsicum, onion, tomato",vegetarian,20,25,spicy,main course,Punjab,North
Paneer Kathi Roll,"paneer, paratha, vegetables, sauce",vegetarian,20,15,savory,snack,West Bengal,East
Paneer Kolhapuri,"paneer, coconut, tomato, spices",vegetarian,20,30,spicy,main course,Maharashtra,West
Paneer Korma,"Paneer, almond, cashew, yogurt",vegetarian ,20,35,spicy ,main course,Uttar Pradesh,North
Paneer Korma,"paneer, yogurt, milk, spices",vegetarian,20,35,spicy,main course,Uttar Pradesh,North
Paneer Korma,"paneer, yogurt, cream, spices",vegetarian,20,35,spicy,main course,Uttar Pradesh,North
Paneer Kulcha,"paneer, flour, butter, spices",vegetarian,25,15,savory,bread,Punjab,North
Paneer Lababdar,"paneer, milk, tomato, onion",vegetarian,20,30,spicy,main course,Punjab,North
Paneer Lababdar,"paneer, cream, tomato, onion",vegetarian,20,30,spicy,main course,Punjab,North
Paneer Makhani,"paneer, butter, tomato, cream",vegetarian,20,30,spicy,main course,Punjab,North
Paneer Makhani,"paneer, butter, tomato, cream",vegetarian,20,30,spicy,main course,Delhi,North
Paneer Malai Tikka,"paneer, cream, yogurt, spices",vegetarian,25,20,mild,starter,Punjab,North
Paneer Manchurian,"paneer, corn flour, sauces",vegetarian,20,20,spicy,starter,Delhi,North
Paneer Momos,"paneer, flour, vegetables",vegetarian,25,20,savory,snack,Sikkim,East
Paneer Mushroom Masala,"paneer, mushroom, tomato, spices",vegetarian,20,30,spicy,main course,Punjab,North
Paneer Naan,"paneer, flour, yogurt, butter",vegetarian,25,15,savory,bread,Punjab,North
Paneer Pakora,"paneer, gram flour, milk, oil",vegetarian,20,15,spicy,snack,Punjab,North
Paneer Pakora,"paneer, gram flour, spices, oil",vegetarian,20,15,spicy,snack,Punjab,North
Paneer Paratha,"paneer, whole wheat flour, butter, spices",vegetarian,25,20,savory,breakfast,Punjab,North
Paneer Paratha,"paneer, whole wheat flour, spices",vegetarian,20,15,savory,breakfast,Punjab,North
Paneer Pasanda,"paneer, cream, cashew, spices",vegetarian,25,35,spicy,main course,Mughlai,North
Paneer Pulao,"paneer, rice, vegetables, spices",vegetarian,15,25,savory,main course,Delhi,North
Paneer Roll,"paneer, roti, vegetables, sauce",vegetarian,20,15,savory,snack,West Bengal,East
Paneer Sandwich,"paneer, bread, butter, vegetables",vegetarian,10,5,savory,snack,Maharashtra,West
Paneer Sev Puri,"paneer, puri, chutney, sev",vegetarian,15,0,tangy,snack,Maharashtra,West
Paneer Shashlik,"paneer, capsicum, onion, spices",vegetarian,25,20,spicy,starter,Punjab,North
Paneer Stuffed Capsicum,"paneer, capsicum, spices",vegetarian,20,25,spicy,main course,Delhi,North
Paneer Stuffed Capsicum,"capsicum, paneer, spices",vegetarian,25,30,spicy,main course,Punjab,North
Paneer Stuffed Tomato,"paneer, tomato, herbs",vegetarian,20,25,savory,main course,Kashmir,North
Paneer Tawa Masala,"paneer, tomato, onion, spices",vegetarian,20,25,spicy,main course,Punjab,North
Paneer Tikka,"paneer, milk, capsicum, onion",vegetarian,25,20,spicy,starter,Punjab,North
Paneer Tikka,"paneer, yogurt, capsicum, onion",vegetarian,25,20,spicy,starter,Punjab,North
Paneer Tikki,"paneer, potato, spices",vegetarian,15,15,savory,snack,Uttar Pradesh,North
Paneer Toast,"paneer, bread, butter",vegetarian,10,10,savory,snack,Delhi,North
Paneer Upma,"paneer, semolina, vegetables",vegetarian,15,15,savory,breakfast,Karnataka,South
Paneer Uttapam,"paneer, rice batter, onion, tomato",vegetarian,15,15,savory,breakfast,Tamil Nadu,South
Parippu Pradhaman,"moong dal, jaggery, coconut milk, ghee",vegetarian,20,35,sweet,dessert,Kerala,South
Paruppu Payasam,"lentils, ghee, jaggery, coconut milk",vegetarian,15,30,sweet,dessert,Kerala,South
Paruppu Vadai,"chana dal, onion, chili, curry leaves",vegetarian,20,15,spicy,snack,Tamil Nadu,South
Patishapta,"rice flour, ghee, coconut, jaggery",vegetarian,25,20,sweet,dessert,West Bengal,East
Pav Bhaji,"mixed vegetables, butter, pav bread, spices",vegetarian,20,30,spicy,main course,Maharashtra,West
Pavakka Mezhukkupuratti,"bitter gourd, coconut oil, spices",vegetarian,15,20,spicy,side dish,Kerala,South
Pavakka Theeyal,"bitter gourd, roasted coconut, tamarind",vegetarian,20,25,spicy,main course,Kerala,South
Pavakkai Fry,"bitter gourd, chili powder, spices",vegetarian,15,20,spicy,side dish,Tamil Nadu,South
Pavakkai Pachadi,"bitter gourd, yogurt, coconut",vegetarian,15,15,mild,side dish,Tamil Nadu,South
Pavakkai Pitlai,"bitter gourd, lentils, tamarind, spices",vegetarian,20,30,spicy,main course,Tamil Nadu,South
Pavakkai Poriyal,"bitter gourd, coconut, curry leaves",vegetarian,15,20,mild,side dish,Tamil Nadu,South
Payasam,"milk, vermicelli, sugar, ghee",vegetarian,15,30,sweet,dessert,Kerala,South
Pazham Pori,"banana, flour, sugar, turmeric, oil",vegetarian,15,15,sweet,snack,Kerala,South
Peanut Barfi,"peanut, milk, sugar, ghee",vegetarian ,15,20,Sweet ,dessert,Gujarat,West
Peanut Barfi,"peanut, milk, sugar, ghee",vegetarian ,15,20,Sweet ,dessert,Gujarat,West
Peanut Bhaji,"peanut, gram flour, onion, green chilies",vegetarian ,15,15,spicy ,snack ,Maharashtra,West
Peanut Chaat,"peanut, onion, tomato, chaat masala",vegetarian ,15,15,tangy ,snack ,Delhi,North
Peanut Chutney,"peanut, garlic, red chilies, mustard seeds",vegetarian,10,5,spicy,side dish,Andhra Pradesh,South
Peanut Coconut Chutney,"peanut, coconut, green chilies, ginger",vegetarian ,10,5,spicy ,side dish ,Tamil Nadu ,South
Peanut Curry,"peanut, onion, tomato, coconut milk",vegetarian ,20,30,spicy ,main course, Kerala ,South
Peanut Garlic Chutney,"peanut, garlic, red chilies, cumin seeds",vegetarian ,10,5,spicy ,side dish ,Maharashtra,West
Peanut Kheer,"peanut, milk, sugar, saffron",vegetarian ,15,30,Sweet ,dessert,Tamil Nadu,South
Peanut Ladoo,"ghee, peanut, cardamom powder, jaggery",vegetarian,15,10,Sweet ,dessert,Maharashtra,West
Peanut Pakora,"peanut, gram flour, rice flour, green chilies",vegetarian ,15,15,spicy ,snack ,Rajasthan ,North
Peanut Peda,"peanut, milk, sugar, cardamom powder",vegetarian ,15,15,Sweet ,dessert,Uttar Pradesh,North
Peanut Rice,"Cooked rice, peanut, dried red chilies,  chana dal",vegetarian,15,15,spicy,main course,Tamil Nadu,South
Peanut Stuffed Brinjal,"Brinjal, peanut, coconut, sesame seeds",vegetarian ,20,30,spicy ,main course,Maharashtra,West
Peanut Sundal,"peanut, grated coconut, curry leaves, green chilies",vegetarian,10,20,mild,snack,Tamil Nadu,South
Peanut Thecha,"peanut, green chilies,  cumin seeds, coriander leaves",vegetarian,10,5,spicy,side dish,Maharashtra,West
Peanut Usal,"peanut, onion, tomato,  green chilies",vegetarian ,20,30,spicy ,main course,Maharashtra,West
Peda,"milk, sugar, cardamom powder",vegetarian,15,20,sweet,dessert,Uttar Pradesh,North
Pesara Garelu,"moong dal, green chili, ginger, cumin",vegetarian,20,15,spicy,snack,Andhra Pradesh,South
Pesarattu,"moong dal, ginger, green chili, cumin",vegetarian,20,15,savory,breakfast,Andhra Pradesh,South
Phirni,"rice, milk,  saffron, cardamom powder",vegetarian,20,35,sweet,dessert,Punjab,North
Pistachio Appam,"rice, pistachio, coconut milk",vegetarian,20,20,mild,breakfast,Kerala,South
Pistachio Chaat,"pistachio, onion, tomato, lemon",vegetarian,10,0,tangy,snack,Delhi,North
Pistachio Cham Cham,"chhena, pistachio, sugar syrup, milk",vegetarian,30,30,sweet,dessert,West Bengal,East
Pistachio Coconut Bar,"pistachio, coconut, sugar, ghee",vegetarian,15,20,sweet,dessert,Goa,West
Pistachio Date Ladoo,"pistachio, date, ghee, cardamom powder",vegetarian,15,10,sweet,dessert,Maharashtra,West
Pistachio Delight Squares,"pistachio, milk, sugar, ghee",vegetarian,20,20,sweet,dessert,Punjab,North
Pistachio Dhokla,"gram flour, pistachio, yogurt",vegetarian,20,20,savory,snack,Gujarat,West
Pistachio Dry Fruit Roll,"pistachio, date, fig, almond",vegetarian,20,10,sweet,dessert,Delhi,North
Pistachio Falooda,"pistachio, milk, falooda sev, basil seed",vegetarian,15,10,sweet,dessert,Hyderabad,South
Pistachio Festival Sweet,"pistachio, khoya, sugar, cardamom powder",vegetarian,20,20,sweet,dessert,Uttar Pradesh,North
Pistachio Fig Barfi,"pistachio, fig, sugar, ghee",vegetarian,20,20,sweet,dessert,Gujarat,West
Pistachio Firni Tart,"rice, pistachio, milk, sugar",vegetarian,20,35,sweet,dessert,Delhi,North
Pistachio Fusion Burfi,"pistachio, milk solids, sugar",vegetarian,20,20,sweet,dessert,Maharashtra,West
Pistachio Ghevar,"flour, pistachio, milk, ghee",vegetarian,30,25,sweet,dessert,Rajasthan,North
Pistachio Gujiya,"flour, pistachio, khoya, sugar, ghee",vegetarian,30,25,sweet,dessert,Uttar Pradesh,North
Pistachio Gulkand Modak,"pistachio, gulkand, coconut, jaggery",vegetarian,20,15,sweet,dessert,Maharashtra,West
Pistachio Handvo,"rice, lentil, pistachio, yogurt",vegetarian,25,40,savory,snack,Gujarat,West
Pistachio Idiyappam,"rice flour, pistachio, coconut",vegetarian,20,15,mild,breakfast,Kerala,South
Pistachio Jalebi Rabri,"jalebi, pistachio, milk, saffron",vegetarian,20,30,sweet,dessert,Rajasthan,North
Pistachio Kaju Roll,"pistachio, cashew, sugar",vegetarian,20,20,sweet,dessert,Delhi,North
Pistachio Kesar Pudding,"pistachio, milk, saffron, sugar",vegetarian,15,20,sweet,dessert,Kashmir,North
Pistachio Khoya Roll,"pistachio, khoya, sugar, cardamom powder",vegetarian,20,20,sweet,dessert,Uttar Pradesh,North
Pistachio Khubani Delight,"apricot, pistachio, cream",vegetarian,15,20,sweet,dessert,Hyderabad,South
Pistachio Makhana Delight,"fox nut, pistachio, milk, sugar",vegetarian,15,25,sweet,dessert,Uttar Pradesh,North
Pistachio Malpua,"flour, pistachio, milk, sugar syrup",vegetarian,20,25,sweet,dessert,Rajasthan,North
Pistachio Mawa Cake,"khoya, pistachio, flour, sugar",vegetarian,20,40,sweet,dessert,Maharashtra,West
Pistachio Milk Cake,"pistachio, milk, sugar, ghee",vegetarian,20,40,sweet,dessert,Haryana,North
Pistachio Mini Tart,"pistachio, milk, sugar, flour",vegetarian,20,25,sweet,dessert,Delhi,North
Pistachio Mishti Doi,"milk, pistachio, sugar, yogurt culture",vegetarian,15,30,sweet,dessert,West Bengal,East
Pistachio Mohanthal,"gram flour, pistachio, sugar, ghee",vegetarian,20,35,sweet,dessert,Gujarat,West
Pistachio Naan,"flour, pistachio, yogurt, butter",vegetarian,25,15,savory,bread,Delhi,North
Pistachio Paneer Tikka,"paneer, pistachio, yogurt, spices",vegetarian,25,20,spicy,starter,Punjab,North
Pistachio Paratha,"flour, pistachio, potato, spices",vegetarian,20,20,savory,breakfast,Punjab,North
Pistachio Patisa,"gram flour, pistachio, sugar, ghee",vegetarian,25,30,sweet,dessert,Punjab,North
Pistachio Pheni,"pheni, pistachio, milk, sugar",vegetarian,15,15,sweet,dessert,Rajasthan,North
Pistachio Rasmalai,"chhena, pistachio, milk",vegetarian,30,30,sweet,dessert,West Bengal,East
Pistachio Royal Slice,"pistachio, khoya, sugar, saffron",vegetarian,20,20,sweet,dessert,Rajasthan,North
Pistachio Sandesh,"chhena, pistachio, sugar, cardamom powder",vegetarian,20,10,sweet,dessert,West Bengal,East
Pistachio Seviyan,"vermicelli, pistachio, milk, sugar",vegetarian,15,25,sweet,dessert,Hyderabad,South
Pistachio Shrikhand,"yogurt, pistachio, cardamom powder",vegetarian,15,0,sweet,dessert,Gujarat,West
Pistachio Soan Papdi,"gram flour, pistachio, sugar, ghee",vegetarian,25,30,sweet,dessert,Uttar Pradesh,North
Pistachio Stuffed Capsicum,"capsicum, pistachio, paneer, spices",vegetarian,20,30,spicy,main course,Delhi,North
Pistachio Stuffed Dates,"date, pistachio, honey",vegetarian,10,0,sweet,dessert,Rajasthan,North
Pistachio Stuffed Kulcha,"flour, pistachio, paneer, spices",vegetarian,30,20,savory,main course,Punjab,North
Pistachio Stuffed Tomato,"tomato, pistachio, paneer, spices",vegetarian,20,25,spicy,main course,Kashmir,North
Pistachio Sutarfeni,"sutarfeni, pistachio, sugar",vegetarian,15,10,sweet,dessert,Gujarat,West
Pistachio Sweet Pongal,"rice, pistachio, jaggery, ghee",vegetarian,15,30,sweet,dessert,Tamil Nadu,South
Pistachio Sweet Samosa,"flour, pistachio, khoya, sugar",vegetarian,30,20,sweet,snack,Uttar Pradesh,North
Pistachio Treasure Bites,"pistachio, date, coconut",vegetarian,15,10,sweet,dessert,Goa,West
Pistachio Uttapam,"rice batter, pistachio, onion",vegetarian,15,15,savory,breakfast,Tamil Nadu,South
Pithe,"rice flour, ghee, coconut, jaggery",vegetarian,25,20,sweet,dessert,West Bengal,East
Poha,"Flattened rice, peanut, onion, curry leaves",vegetarian ,10,15,spicy ,breakfast,Maharashtra, West
Potol Posto,"pointed gourd, mustard oil, poppy seeds",vegetarian,15,20,savory,main course,West Bengal,East
Prawn 65,"prawn, curry leaves, spices, yogurt",non vegetarian,20,15,spicy,starter,Tamil Nadu,South
Prawn Balchao,"prawn, vinegar, chili, spices",non vegetarian,20,35,spicy,main course,Goa,West
Prawn Bhapa,"prawn, mustard paste, coconut, chili",non vegetarian,20,25,spicy,main course,West Bengal,East
Prawn Bhuna,"prawn, onion, tomato, spices",non vegetarian,20,30,spicy,main course,West Bengal,East
Prawn Biryani,"prawn, rice, onion, spices, yogurt",non vegetarian,30,45,spicy,main course,Hyderabad,South
Prawn Caldine,"prawn, coconut milk, turmeric, spices",non vegetarian,20,30,mild,main course,Goa,West
Prawn Chaat,"prawn, onion, tomato, lemon juice",non vegetarian,10,10,tangy,snack,Mumbai,West
Prawn Chettinad,"prawn, coconut, pepper, spices",non vegetarian,20,35,spicy,main course,Tamil Nadu,South
Prawn Chop,"prawn, potato, spices, breadcrumbs",non vegetarian,20,15,spicy,snack,West Bengal,East
Prawn Chorchori,"prawn, vegetables, mustard oil",non vegetarian,20,25,spicy,main course,West Bengal,East
Prawn Chowmein,"prawn, noodles, vegetables, sauces",non vegetarian,15,20,savory,main course,West Bengal,East
Prawn Chukka,"prawn, onion, chili, spices",non vegetarian,20,25,spicy,starter,Tamil Nadu,South
Prawn Curry,"prawn, onion, tomato, spices, oil",non vegetarian,20,30,spicy,main course,West Bengal,East
Prawn Cutlet,"prawn, potato, breadcrumbs, spices",non vegetarian,20,15,savory,snack,West Bengal,East
Prawn Egg Fried Rice,"prawn, egg, rice, vegetables",non vegetarian,15,20,savory,main course,Delhi,North
Prawn Frankie,"prawn, roti, vegetables, sauce",non vegetarian,15,15,savory,snack,Maharashtra,West
Prawn Fried Rice,"prawn, rice, vegetables, soy sauce",non vegetarian,15,20,savory,main course,Delhi,North
Prawn Fried Rice,"prawn, capsicum, rice, soy sauce",non vegetarian,15,20,savory,main course,Delhi,North
Prawn Gassi,"prawn, coconut, tamarind, spices",non vegetarian,20,35,spicy,main course,Karnataka,South
Prawn Hakka Noodles,"prawn, noodles, vegetables, soy sauce",non vegetarian,15,20,savory,main course,Delhi,North
Prawn Hakka Noodles,"prawn, capsicum, noodles, vegetables",non vegetarian,15,20,savory,main course,Delhi,North
Prawn Jhal,"prawn, mustard paste, chili",non vegetarian,20,25,spicy,main course,West Bengal,East
Prawn Kathi Roll,"prawn, paratha, onion, sauce",non vegetarian,15,15,savory,snack,West Bengal,East
Prawn Kebab,"prawn, yogurt, spices, oil",non vegetarian,20,20,spicy,starter,Delhi,North
Prawn Keema,"prawn, onion, spices, herbs",non vegetarian,20,25,spicy,main course,Goa,West
Prawn Korma,"prawn, yogurt, onion, spices",non vegetarian,20,35,spicy,main course,Mughlai,North
Prawn Kosha,"prawn, onion, tomato, spices",non vegetarian,20,35,spicy,main course,West Bengal,East
Prawn Malai Curry,"prawn, coconut milk, onion, ginger",non vegetarian,20,35,spicy,main course,West Bengal,East
Prawn Manchurian,"prawn, corn flour, sauces",non vegetarian,20,20,spicy,starter,Delhi,North
Prawn Masala,"prawn, onion, tomato, spices",non vegetarian,20,30,spicy,main course,Maharashtra,West
Prawn Moilee,"prawn, coconut milk, curry leaves",non vegetarian,20,30,mild,main course,Kerala,South
Prawn Momos,"prawn, flour, vegetables",non vegetarian,25,20,savory,snack,Sikkim,East
Prawn Pakora,"prawn, gram flour, spices, oil",non vegetarian,15,15,spicy,snack,Goa,West
Prawn Paturi,"prawn, mustard paste, banana leaf",non vegetarian,25,20,spicy,main course,West Bengal,East
Prawn Pepper Fry,"prawn, black pepper, onion, spices",non vegetarian,15,20,spicy,starter,Tamil Nadu,South
Prawn Pulao,"prawn, rice, onion, spices",non vegetarian,20,35,spicy,main course,West Bengal,East
Prawn Pulimunchi,"prawn, tamarind, chili, spices",non vegetarian,20,30,spicy,main course,Karnataka,South
Prawn Roast,"prawn, onion, tomato, spices",non vegetarian,20,25,spicy,main course,Kerala,South
Prawn Roll,"prawn, paratha, onion, sauce",non vegetarian,15,15,savory,snack,West Bengal,East
Prawn Saag,"prawn, spinach, onion, spices",non vegetarian,20,30,spicy,main course,West Bengal,East
Prawn Sandwich,"prawn, bread, butter, vegetables",non vegetarian,10,5,savory,snack,Goa,West
Prawn Spring Roll,"prawn, flour wrapper, vegetables",non vegetarian,25,15,savory,starter,Delhi,North
Prawn Stew,"prawn, coconut milk, potato, spices",non vegetarian,20,30,mild,main course,Kerala,South
